"","record","uuid","date","markers","status","D1","D2","H1","H2","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","testing","decLang","list","userAgent","dcua","session","source","url","HidQTest","QRACE","QRACEr5oe","S2","H3","H3A","R1","D103","H5","D109","D110","H4","T1","H1A","H5A","Z1","D111","D107","AGE2","EDU2","nweight","Q1","Q2","Q3","Q4","Q5","F1r1","F1r2","F1r3","F1r4","F1r5","F1r6","Q6","Q7r1","Q7r2","Q7r3","Q7r4","Q8","Q8r10oe","Q9","Q10","Q11r1","Q11r2","Q11r3","Q11r4","Q11r5","Q12","Q12X","Q13","Q14r1","Q14r2","Q14r3","Q14r4","Q14r5","Q14r6","Q14r7","Q14r8","Q15","Q16r1","Q16r2","Q16r3","Q16r4","Q16r5","Q16r6","Q16r7","Q16r8","Q17","Q17X","Q18r1","Q18r2","Q18r3","Q18r4","Q18r5","Q18r6","Q19","Q20r1","Q20r2","Q20r3","Q20r4","Q20r5","Q21r1","Q21r2","Q21r3","Q21r4","Q22","Q23","Q24r1","Q24r2","D101","conditionsmarker_Q18B","conditionsmarker_Q18A","PID"
"524",980,"j1fnxnrpcbx5qqu4","11/13/2018 16:09","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,66,4,4,1,486.12,14,"",10,"",1,2,"11/13/2018 16:02","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G960U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","8k9p19p1ra4nrnx9","","/survey/selfserve/53d/181153?state=5668a4ee286773023d5fb600e078267e015fccdaQ00262ER00000473",3,1,"",10,5,3,1,6,3,4,3,3,4,4,3,"34983",3,1,4,4,0.97,4,1,1,2,2,4,4,2,4,2,4,4,2,4,4,4,11,"",4,3,1,1,1,1,1,1,3,3,1,1,1,1,4,4,4,4,4,4,1,2,2,1,2,1,1,1,1,NA,2,1,1,1,1,2,3,4,3,3,3,4,3,4,4,1,1,1,4,7,1,0,"9c883941-e273-c069-bfb8-0fa3ee527790"
"525",990,"mp42rj0aedqnc07a","11/13/2018 16:26","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/vUjw",3,1,77,4,5,1,1448.58,12,"",11,"",3,1,"11/13/2018 16:03","","","114","Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1","ti","kqhspszwyxstk04a","","/survey/selfserve/53d/181153?state=7965299c8d38eaf1393fa0f0656695e247083579Q0029UTX00000455",3,5,"Caucasian",46,1,1,1,4,2,3,3,3,4,4,2,"05403",3,2,4,3,0.97,5,3,2,2,3,4,4,3,4,3,4,4,4,4,4,4,6,"",4,3,1,1,1,1,1,1,2,3,3,1,4,1,4,4,4,3,4,4,5,2,4,1,1,1,1,1,1,1,NA,1,1,1,1,2,3,4,3,5,3,5,3,3,3,1,1,2,5,7,0,1,"c1a8d052-ecfb-2eb8-9fab-e683f9993583"
"526",1151,"04b6n1gt4k1apv1x","11/13/2018 16:53","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/rKjB",3,1,42,2,3,1,1273.66,14,"",10,"",3,2,"11/13/2018 16:32","","","114","Mozilla/5.0 (Linux; Android 5.1.1; KFSUWI Build/LVY48F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Safari/537.36","ta","pqz74dsms03aubr6","","/survey/selfserve/53d/181153?state=0e61fdd728ecfc51add5d20e034a8f1e77b5dd60Q002YWXZ00000307",3,4,"",5,9,4,1,6,3,2,4,1,4,2,2,"90042",4,2,2,4,0.97,1,2,2,3,3,3,3,4,6,6,1,1,1,1,2,1,1,"",2,4,1,4,4,3,1,2,NA,3,3,1,3,3,3,3,4,4,4,1,1,2,5,4,4,4,2,1,1,NA,1,2,1,2,1,3,2,1,2,1,1,3,2,3,5,4,3,2,3,3,1,0,"38e0ade3-3700-a143-d41a-9bcbca0fe233"
"527",363,"cgwz64hucxsjsmm8","11/13/2018 15:57","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/yxIn",3,2,33,1,2,1,607.82,14,"",10,"",1,2,"11/13/2018 15:47","","","114","Mozilla/5.0 (Linux; Android 8.1.0; 6062W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","rb96bxu81c71z1yg","","/survey/selfserve/53d/181153?state=b8330147f12ded685e175a3330f5facae74fcc93Q000I53V00000486",3,3,"",44,7,3,1,3,2,12,1,2,4,5,7,"78227",3,2,2,2,0.98,3,5,3,5,1,6,6,6,6,6,6,2,2,2,2,2,11,"",2,2,1,1,1,1,1,2,NA,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,1,5,NA,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,0,"b2995438-01d2-be63-aec1-62b215f4d1e1"
"528",680,"qh99pkwmvrm8qkkh","11/13/2018 15:59","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,27,1,2,1,529.41,14,"",10,"",1,2,"11/13/2018 15:51","","","114","Mozilla/5.0 (Linux; Android 7.0; Alcatel_5044C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","er76zfa3854pjb8k","","/survey/selfserve/53d/181153?state=ed2f67fac5e2d360b9bda981a2ef3f8079eb046dQ000XQLT0000048f",3,1,"",5,9,4,1,5,2,6,4,1,4,5,5,"90210",3,2,1,3,0.98,4,5,2,3,3,6,6,6,6,6,3,3,3,3,3,3,11,"",2,2,1,1,1,1,2,1,3,6,3,4,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,1,1,NA,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,1,0,"d8bf1df1-c76e-f2d9-8808-2b9482625620"
"529",923,"6b17rg4v4htj7m5j","11/13/2018 16:15","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/fTc5",3,1,65,4,4,1,1099.34,4,"",2,"",5,6,"11/13/2018 15:57","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","aapjtn95spaw89hq","","/survey/selfserve/53d/181153?state=445c41f4206fc1fcefa7e8fa9d018e99aee3e311Q001QE6L00000442",3,2,"",11,5,3,1,3,2,2,1,2,4,4,2,"30281",1,3,4,2,0.98,5,1,2,2,3,4,4,3,4,3,4,4,4,4,4,4,4,"",4,3,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,4,4,2,1,3,1,1,1,1,1,1,2,NA,2,1,2,1,1,4,4,4,4,4,4,4,4,4,1,4,1,4,7,0,1,"c058ec3b-3d0b-1aea-6fc2-da73a1f9a5eb"
"530",1488,"6mw4payak0y55yuc","11/13/2018 21:18","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/yxIn",3,2,36,2,2,1,2315.22,4,"",12,"",5,6,"11/13/2018 20:40","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","745myxy2v2yxe4nx","","/survey/selfserve/53d/181153?state=34be401e3cfe0026b76a2ecfb4c4f80df2d07eddQ003LQMS00000455",3,3,"",5,9,4,1,5,2,3,2,2,4,6,2,"92503",3,2,2,3,0.98,5,3,3,4,3,4,4,4,4,4,4,2,3,3,3,3,3,"",3,2,3,3,3,3,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,3,3,4,0,1,"3f009701-89ad-cf43-09f8-a12bf14d5cd2"
"531",1608,"ynbptztt6pwzk4j6","11/14/2018 03:49","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/yxIn",3,2,35,2,2,1,4392.53,13,"",11,"",5,6,"11/14/2018 02:36","","","114","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15","..","r0wv753k0rjhheb4","","/survey/selfserve/53d/181153?state=cf8719df7d6f99e33baac85bb793041ea50d3684Q003TJ5E00000471",3,3,"",5,9,4,1,4,2,3,1,2,4,6,2,"93210",3,3,2,3,0.98,5,5,3,3,3,3,6,6,6,6,4,4,4,4,4,4,7,"",4,2,1,1,5,1,3,1,3,5,1,1,3,3,1,1,3,1,4,4,5,2,4,1,1,1,1,1,1,NA,1,2,1,1,1,5,4,4,4,3,4,4,4,3,4,1,5,1,4,6,1,0,"34bdda78-83c3-8db7-be81-ec96876b9aa8"
"532",143,"6f8jhr7s8w3n8szd","11/13/2018 15:46","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,33,1,2,1,513.4,4,"",10,"",5,6,"11/13/2018 15:37","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","p19zx2xdsts724w9","","/survey/selfserve/53d/181153?state=31a6ce6a5bc212e8eb87caa97f1a4eb55928be73Q000492N0000043a",3,1,"",34,5,3,1,3,2,5,3,3,4,1,4,"28606",1,3,2,2,0.99,5,3,2,5,4,4,4,6,6,6,4,4,4,4,4,4,2,"",4,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1,2,3,1,NA,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,4,1,0,1,"5aec70a5-b957-6f07-db5c-46c7f24b6279"
"533",238,"4hmck80vrdvp24ck","11/13/2018 15:52","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,70,4,4,1,558.99,13,"",11,"",5,6,"11/13/2018 15:43","","","114","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8","..","zkzbm7e77b3da064","","/survey/selfserve/53d/181153?state=cea2df71d7486729376ceb63c2496af4d7d91744Q00094V50000046d",3,1,"",39,2,1,1,4,2,2,3,3,4,4,2,"16415",5,3,4,3,0.99,5,2,3,2,3,2,4,4,3,3,2,2,2,1,2,3,3,"",4,4,1,2,4,2,4,2,NA,3,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,4,2,4,4,2,NA,1,2,2,2,5,1,4,1,1,1,1,1,1,1,4,1,4,1,7,0,1,"81196c13-a65e-8c17-2eea-5a3205464dcf"
"534",505,"asggtfaxmxeg5ce3","11/13/2018 15:59","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,61,3,4,1,637.89,4,"",12,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","4p74ugtbn9q797dr","","/survey/selfserve/53d/181153?state=66352eef8513874c521ccbcee964da3ab5541067Q000L8HJ0000041f",3,1,"",34,5,3,1,2,1,1,1,2,4,3,1,"28040",5,3,3,1,0.99,4,3,1,3,2,4,3,2,3,3,4,4,4,4,4,4,3,"",4,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,4,4,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,6,0,1,"f974e8b9-4a53-00c4-4340-de5ff0405e63"
"535",728,"q2t5428wfuuhygy8","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,29,1,2,1,591.9,14,"",10,"",1,2,"11/13/2018 15:52","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","zbj0wztqsu63k2yt","","/survey/selfserve/53d/181153?state=10c5ba06a9b58ee1dc42807409680d8465b20d09Q0011PER0000043e",3,1,"",50,3,2,1,5,2,5,3,3,4,5,4,"54025",2,3,1,3,0.99,2,1,1,4,3,2,5,5,5,5,2,2,3,1,1,2,1,"",3,2,1,1,2,1,4,2,NA,4,1,3,3,1,1,1,3,3,4,1,1,3,1,4,4,3,4,2,2,NA,1,1,1,2,1,6,3,3,4,4,4,3,3,3,3,3,3,2,4,1,1,0,"307d7422-5cb6-9b13-4adb-4256419a4cf7"
"536",604,"xwm9qa0bf7cpye0y","11/13/2018 16:05","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,69,4,4,1,932.29,5,"",12,"",5,6,"11/13/2018 15:50","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0","..","v8jh7xpkkg9w42sf","","/survey/selfserve/53d/181153?state=9f7e5c9580073a3c8b62f43fcd472b4165f8668cQ000QPQN00000442",3,1,"",31,2,1,1,5,2,2,3,3,4,4,2,"08831",4,1,4,3,0.99,1,3,4,1,1,1,3,4,2,4,1,1,1,2,2,2,1,"",3,4,2,1,2,3,3,1,1,3,1,3,2,3,4,2,4,2,2,1,1,3,1,2,2,2,3,2,2,NA,1,1,1,1,1,5,1,2,2,1,3,3,5,2,2,4,2,3,5,7,1,0,"b794fd00-ebaa-1312-a3f9-cbbf2fa000d9"
"537",859,"g4beshsp4bp8fdrq","11/13/2018 16:11","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,33,1,2,1,956,12,"",11,"",3,1,"11/13/2018 15:55","","","114","Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1","ti","ffczg62tkhwwpg2f","","/survey/selfserve/53d/181153?state=e3a4c7bb5f6045d86c1c9f02cb0d4e44cff362b1Q001IHB70000047b",3,1,"",23,3,2,1,5,2,5,3,3,4,5,4,"49071",5,3,2,3,0.99,4,3,4,2,2,1,2,4,6,6,2,2,2,2,3,3,11,"",2,3,2,2,3,3,3,2,NA,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,4,2,2,3,3,NA,1,2,2,2,1,6,2,3,2,2,2,2,2,2,2,3,2,5,2,9,1,0,"c186792d-d9f5-884b-b1d4-4fad2bd80dfc"
"538",581,"np0xq8qjsb2re3a8","11/13/2018 16:18","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,70,4,4,1,1758.82,8,"",12,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0","..","c7qff5ydwcdu2j6v","","/survey/selfserve/53d/181153?state=1cce811a2c90327f2f2c3788bf6ca706066d4d6dQ000Q4P4000003e2",3,1,"",39,2,1,1,5,2,3,3,3,4,4,2,"17015",5,3,4,3,0.99,1,3,4,2,4,1,6,4,6,4,1,1,1,1,2,1,1,"",2,4,2,1,4,2,4,1,2,3,3,3,3,3,3,3,3,3,3,1,1,4,1,4,4,5,5,5,5,NA,1,2,1,2,1,5,1,1,1,1,1,1,1,1,1,4,5,5,5,7,1,0,"67cb9fb8-f95d-7662-fc41-a9e0c77fed6c"
"539",886,"4dnh4emhv7uc71h6","11/13/2018 16:53","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/fTc5",3,2,45,2,3,1,3329.23,14,"",10,"",3,2,"11/13/2018 15:56","","","114","Mozilla/5.0 (Linux; Android 4.2.2; SM-T110 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36","ta","bdfk0uggwsv5nw9g","","/survey/selfserve/53d/181153?list=114&PID=2eac51a0-f0ab-a099-9b59-67876fa21878",3,2,"",10,5,3,1,4,2,5,1,2,4,6,4,"34746",1,1,3,3,0.99,3,4,4,2,2,2,6,2,6,6,3,2,3,4,3,3,3,"",3,2,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,4,3,3,2,3,1,1,2,1,1,1,NA,1,2,1,1,2,6,3,1,3,3,3,3,3,3,3,2,2,1,3,6,1,0,"2eac51a0-f0ab-a099-9b59-67876fa21878"
"540",205,"d1g6earb1xw91h14","11/13/2018 15:53","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,26,1,2,1,726.26,14,"",10,"",1,2,"11/13/2018 15:41","","","114","Mozilla/5.0 (Linux; Android 4.4.2; SM-C115 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36","sa","4fd1ygp3gh2nyf9h","","/survey/selfserve/53d/181153?state=175ff3d5cdfc7009a2e4496f88b9c131e94402faQ0006X3V0000033d",3,1,"",47,5,3,1,4,2,4,3,3,4,1,3,"23185",2,1,1,3,1,4,4,2,2,1,3,6,3,6,6,3,3,1,2,4,3,7,"",3,3,1,2,5,2,3,1,1,2,2,3,3,1,2,3,3,3,2,3,2,1,2,4,5,3,4,1,1,NA,1,2,2,1,1,2,1,5,1,1,3,1,5,5,1,4,5,2,4,1,1,0,"cf1fad76-4e16-4e6b-288f-9b34660f9ea2"
"541",823,"9h2xfz3474wfn04s","11/13/2018 16:01","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,43,2,3,1,424.41,14,"",10,"",1,2,"11/13/2018 15:54","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","muc6s1cjq8xb3m1a","","/survey/selfserve/53d/181153?state=b8c1021419913fea66d978bd9635d2f7c81b27ccQ001BI1S00000493",3,1,"",24,4,2,1,4,2,6,1,2,4,6,5,"55371",2,3,2,3,1,5,2,2,2,3,4,4,2,4,1,4,4,3,4,4,4,3,"",4,2,1,1,2,2,1,1,2,2,1,1,1,1,4,1,4,1,4,4,3,2,3,1,1,1,1,1,2,NA,1,2,1,2,1,1,4,4,3,3,4,4,3,3,4,1,1,1,4,2,1,0,"186d9308-b048-6084-5af1-a546004058dc"
"542",576,"wxfec45pu30c9r4x","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,48,2,3,1,800.44,5,"",3,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","..","1y0qqp4uxm05kec1","","/survey/selfserve/53d/181153?state=4c2cd0d2580565e5afddbc4add225553833d41f3Q000Q2Q5000003e5",3,1,"",31,2,1,1,4,2,5,3,3,4,6,4,"07204",3,1,3,3,1,3,3,3,2,2,6,6,4,6,4,2,2,2,2,2,2,1,"",2,4,1,1,1,1,2,2,NA,3,2,2,2,2,2,2,2,2,3,2,2,4,2,4,4,4,2,2,2,NA,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,0,"6302bea6-882c-5753-355f-8829fa2e5c7b"
"543",786,"utw2aru1thnzpkv3","11/13/2018 16:02","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,44,2,3,1,561,4,"",10,"",5,6,"11/13/2018 15:53","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","qydr2apdcy6t2tks","","/survey/selfserve/53d/181153?state=04a979f891d5758986a080dff7add1ed9e6d6efbQ00186JC0000042c",3,1,"",20,1,1,1,4,2,5,3,3,4,6,4,"04294",3,3,2,3,1,4,2,2,2,1,3,6,6,6,5,4,4,4,4,4,4,11,"",3,3,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,4,3,2,4,1,2,1,1,2,2,NA,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,9,1,0,"d1a435c0-49b2-c694-9339-038f0783c119"
"544",905,"ua7dbuxyjnfhcfnz","11/13/2018 16:09","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,26,1,2,1,738.47,14,"",10,"",1,2,"11/13/2018 15:57","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-N950U1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","w93169gx4wpqgffz","","/survey/selfserve/53d/181153?state=dd6944324a1277d02a81280f33448f9e2a761076Q001OXD100000427",3,1,"",19,7,3,1,4,2,4,3,3,4,1,3,"70663",3,1,1,3,1,4,5,2,2,2,4,3,4,6,6,4,3,2,4,4,4,2,"",3,3,1,1,1,1,2,1,2,4,1,1,3,1,1,3,3,2,4,4,3,1,5,1,5,1,1,1,2,NA,1,1,1,1,1,2,3,2,2,3,3,3,3,2,4,2,1,1,4,4,1,0,"2564686e-566b-9e47-5397-5e4f7c5e43be"
"545",1567,"9pg5hbb9qtxrjg2g","11/13/2018 23:01","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/yxIn",3,1,45,2,3,1,777.8,14,"",10,"",3,2,"11/13/2018 22:48","","","114","Mozilla/5.0 (Linux; Android 5.1.1; SM-T280) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Safari/537.36","ta","jkv3gzgj2t630hpc","","/survey/selfserve/53d/181153?state=129f1d8b10356a4067cb3023c6313cec4b1dcc06Q003QRUW00000460",3,3,"",44,7,3,1,3,2,2,2,2,4,2,2,"77590",3,3,3,2,1,4,5,3,4,3,6,5,2,6,5,4,4,4,4,4,4,11,"",3,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,2,2,5,1,2,1,4,1,NA,1,2,1,1,2,6,2,4,4,4,4,4,4,4,4,5,2,1,4,6,1,0,"7c46ed76-81aa-1d50-498f-db6d2e9952a4"
"546",83,"b77mmuz6ycypee6x","11/13/2018 14:48","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,56,3,4,1,544.08,4,"",12,"",5,6,"11/13/2018 14:39","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0","..","vwpuujbgtez1vbd9","","/survey/selfserve/53d/181153?state=68c4e5902030f9816eb61fd0372f7a151e22a33eQ0002YR00000042a",3,1,"",23,3,2,1,3,2,2,3,3,4,3,2,"48166",3,3,3,2,1.01,5,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,3,"",3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,NA,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,4,6,0,1,"f42291ba-fc80-00b6-1443-a70988ea1663"
"547",345,"ey88gu797kejwxy9","11/13/2018 15:52","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,35,2,2,1,337.66,4,"",10,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","uptxfm93tdwsakmy","","/survey/selfserve/53d/181153?state=2b470fcf8482b9088d3df078556301b82c24fd9dQ000IRPH0000045f",3,1,"",22,1,1,1,4,2,4,3,3,4,6,3,"01468",3,3,2,3,1.01,4,2,3,3,3,2,6,2,4,2,4,3,2,1,2,2,11,"",3,3,4,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,NA,2,2,1,1,1,5,2,2,2,1,2,2,1,3,1,3,2,5,5,1,1,0,"bb2b155c-17cc-f0c1-1ca5-230016daff8c"
"548",274,"qprng6fw1mm8pt99","11/13/2018 15:59","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/fTc5",3,1,67,4,4,1,843.75,14,"",10,"",1,2,"11/13/2018 15:45","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-J737P Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","a5p13szrtf4bz23s","","/survey/selfserve/53d/181153?state=7019346ae2f089bc121e16295ab1472491e44b6bQ000D14I00000495",3,2,"",14,3,2,1,4,2,1,2,2,4,4,1,"60304",3,2,4,3,1.01,5,4,4,4,3,1,4,4,4,5,1,4,4,4,4,4,4,"",4,3,3,2,3,3,4,1,3,3,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,2,3,3,2,NA,2,1,1,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,3,5,1,0,"1e49d1ef-859e-367c-7e16-e762818a4c3f"
"549",658,"eh7yz7uk61jtw1ya","11/13/2018 16:00","/TOTAL/CINT,/Gender/yaxdo,/Age/s5vPn,/GenderAge/mh3C3,/Race/FIYZ",3,1,72,4,4,1,546.09,13,"",11,"",5,6,"11/13/2018 15:51","","","114","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.1 Safari/605.1.15","..","f0m2hgv0787w1ekx","","/survey/selfserve/53d/181153?state=1e860f81c30cd2172dbc2887cbae2c9fde2b1a3eQ000W05T00000460",3,1,"",33,2,1,1,3,2,4,5,1,4,4,3,"14624",5,1,4,2,1.01,2,3,4,1,2,1,4,4,4,4,2,2,1,2,2,1,1,"",3,3,1,1,2,1,1,2,NA,3,2,2,2,2,2,2,2,2,4,2,1,3,2,2,3,2,2,1,1,NA,2,1,1,2,1,4,1,3,1,1,2,2,2,1,3,3,2,3,1,7,1,0,"436d20f9-95a3-cf1c-5a00-1646368e052d"
"550",593,"y5zyzvkf2n25jcx6","11/13/2018 15:57","/TOTAL/CINT,/Gender/yaxdo,/Age/G6sOE,/GenderAge/rN2ZI,/Race/FIYZ",3,1,57,3,4,1,467,4,"",2,"",5,6,"11/13/2018 15:49","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","dv086pzhf1wbqakt","","/survey/selfserve/53d/181153?state=6a06aad1fbfffb64d6d9f97e0cc49ef40d0bff3fQ000OYF500000319",3,1,"",23,3,2,1,3,2,4,5,1,4,3,3,"48744",5,3,3,2,1.02,1,4,4,2,1,4,4,3,4,4,4,1,1,1,1,1,1,"",2,4,2,2,4,2,4,1,1,2,2,2,2,2,2,2,2,2,3,1,4,4,4,4,4,4,2,3,3,2,NA,2,2,2,1,4,1,1,1,1,1,1,1,1,1,4,3,4,1,7,0,1,"1b6b3fe9-5226-d1ae-5c10-0940d8344138"
